name,position,element,fixture,oppoine,opponentposition,was_home,difficulty,minutes,starts,goals_scored,assists,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,red_cards,bonus,bps,total_points,value,xP,team_a_score,team_h_score,playerteamposition,penalties_missed,yellow_cards,clean_sheets,goals_conceded,saves,penalties_saved,team
Antwoine Hackford,FWD,656,17,16,16,False,5,8,0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.12,0,0,2,1,45,0.5,1,2,PROMOTED,0.0,,,,,,Unknown
Jay Stansfield,FWD,651,13,4,9,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,3,0,10,0.0,,,,,,Unknown
Erling Haaland,FWD,355,16,15,4,True,3,90,1,0.0,0.0,6.3,3.2,11.8,48,0.43,0.02,0.45,0.29,0,0,1,2,140,8.0,0,1,1,0.0,,,,,,Unknown
Anthony Martial,FWD,390,18,18,8,False,4,5,0,0.0,0.0,1.5,4.2,11.0,0,0.0,0.01,0.01,0.07,0,0,3,1,65,1.0,0,2,3,0.0,,,,,,Unknown
Danny Welbeck,FWD,154,20,20,13,False,4,56,1,0.0,0.0,3.7,3.0,15.1,19,0.17,0.04,0.21,0.91,0,0,-3,1,60,1.5,4,1,6,0.0,,,,,,Unknown
Carlos Vinícius Alves Morais,FWD,287,13,4,9,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,3,0,10,0.0,,,,,,Unknown
David Datro Fofana,FWD,200,19,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,1,3,12,0.0,,,,,,Unknown
Louie Marsh,FWD,654,17,16,16,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.5,1,2,PROMOTED,0.0,,,,,,Unknown
Oliver McBurnie,FWD,485,17,16,16,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,-0.4,1,2,PROMOTED,0.0,,,,,,Unknown
Hwang Ui-jo,FWD,466,17,17,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,1,2,16,0.0,,,,,,Unknown
Raúl Jiménez,FWD,558,13,4,9,True,4,85,1,0.0,0.0,3.3,8.4,3.3,21,0.05,0.1,0.15,2.54,0,0,5,2,55,1.5,3,0,10,0.0,,,,,,Unknown
Rhian Brewster,FWD,477,17,16,16,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,1,2,PROMOTED,0.0,,,,,,Unknown
Matheus Santos Carneiro Da Cunha,FWD,590,20,5,6,True,3,90,1,0.0,0.0,9.7,19.4,38.2,39,0.45,0.33,0.78,2.27,0,0,13,2,55,2.0,4,1,13,0.0,,,,,,Unknown
Cameron Archer,FWD,33,11,9,17,True,5,5,0,0.0,0.0,0.3,0.0,4.3,0,0.0,0.0,0.0,0.0,0,0,-1,0,45,0.0,0,4,7,0.0,,,,,,Unknown
Harry Kane,FWD,500,18,14,3,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,125,0.0,0,2,8,0.0,,,,,,Unknown
Antoine Semenyo,FWD,82,14,11,5,False,3,75,1,1.0,0.0,8.4,38.4,14.8,31,0.18,0.1,0.28,3.0,0,1,32,6,45,4.5,1,3,15,0.0,,,,,,Unknown
Darwin Núñez Ribeiro,FWD,293,14,3,15,True,5,4,0,0.0,0.0,0.2,2.2,0.0,0,0.0,0.0,0.0,0.28,0,0,5,1,75,1.5,1,3,5,0.0,,,,,,Unknown
Folarin Balogun,FWD,1,12,8,11,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,1,0,2,0.0,,,,,,Unknown
Romelu Lukaku Bolingoli,FWD,207,19,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,70,0.0,1,3,12,0.0,,,,,,Unknown
Deniz Undav,FWD,149,20,20,13,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,4,1,6,0.0,,,,,,Unknown
Christopher Nkunku,FWD,212,19,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,74,0.0,1,3,12,0.0,,,,,,Unknown
Bénie Traoré,FWD,593,17,16,16,False,5,81,1,0.0,0.0,2.4,3.6,1.1,19,0.27,0.03,0.3,1.25,0,0,-2,2,55,1.5,1,2,PROMOTED,0.0,,,,,,Unknown
Odsonne Edouard,FWD,225,12,1,2,True,3,90,1,0.0,0.0,6.9,7.6,13.1,48,0.48,0.06,0.54,2.0,0,0,0,2,55,4.0,1,0,11,0.0,,,,,,Unknown
Sasa Kalajdzic,FWD,562,20,5,6,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.5,4,1,13,0.0,,,,,,Unknown
Armando Broja,FWD,193,19,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,1,3,12,0.0,,,,,,Unknown
Dominic Solanke,FWD,85,14,11,5,False,3,90,1,0.0,1.0,5.6,16.2,21.6,18,0.15,0.01,0.16,3.08,0,0,11,5,65,5.5,1,3,15,0.0,,,,,,Unknown
Chris Wood,FWD,468,17,17,PROMOTED,True,5,6,0,1.0,0.0,5.1,33.0,0.5,17,0.12,0.01,0.13,0.0,0,2,30,7,50,4.5,1,2,16,0.0,,,,,,Unknown
Ivan Toney,FWD,117,23,8,11,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,79,0.0,1,1,9,0.0,,,,,,Unknown
Eddie Nketiah,FWD,13,21,10,10,True,4,45,0,1.0,0.0,6.9,28.6,7.1,33,0.43,0.1,0.53,0.25,0,0,24,5,56,6.5,2,2,2,0.0,,,,,,Unknown
Kieffer Moore,FWD,76,22,18,8,True,4,4,0,0.0,0.0,0.4,0.4,1.4,2,0.0,0.01,0.01,0.23,0,0,3,1,49,1.0,2,0,15,0.0,,,,,,Unknown
Rasmus Højlund,FWD,617,28,16,16,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,70,0.0,2,3,3,0.0,,,,,,Unknown
Luke Plange,FWD,237,23,4,9,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,1,11,0.0,,,,,,Unknown
Andi Zeqiri,FWD,155,24,19,14,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,3,1,6,0.0,,,,,,Unknown
Fábio Silva,FWD,552,27,9,17,False,5,73,1,0.0,0.0,1.7,2.2,10.8,4,0.3,0.01,0.31,1.14,0,0,2,2,55,1.3,1,0,13,0.0,,,,,,Unknown
William Osula,FWD,490,30,13,1,True,3,70,1,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,0.0,2.8,0,0,-4,1,45,-0.2,2,1,PROMOTED,0.0,,,,,,Unknown
Ollie Watkins,FWD,60,25,6,PROMOTED,False,5,85,1,0.0,1.0,11.1,20.8,24.8,65,0.78,0.01,0.79,0.39,0,0,8,5,80,5.5,3,1,7,0.0,,,,,,Unknown
Gianluca Scamacca,FWD,541,24,5,6,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,60,0.0,3,1,14,0.0,,,,,,Unknown
Danny Ings,FWD,535,24,5,6,False,3,5,0,0.0,0.0,0.6,5.2,0.3,0,0.0,0.0,0.0,0.36,0,0,3,1,59,0.7,3,1,14,0.0,,,,,,Unknown
Daniel Jebbison,FWD,483,30,13,1,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,-0.4,2,1,PROMOTED,0.0,,,,,,Unknown
Jean-Philippe Mateta,FWD,232,23,4,9,False,4,19,0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.01,0.01,0.45,0,0,2,1,49,0.3,1,1,11,0.0,,,,,,Unknown
Michael Obafemi,FWD,174,25,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,3,1,PROMOTED,0.0,,,,,,Unknown
Elijah Adebayo,FWD,314,26,7,12,False,4,69,1,0.0,0.0,1.8,1.6,11.9,4,0.0,0.06,0.06,1.52,0,0,1,2,50,1.5,0,3,PROMOTED,0.0,,,,,,Unknown
Dominic Calvert-Lewin,FWD,246,27,20,13,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,59,0.0,1,0,17,0.0,,,,,,Unknown
Halil Dervişoğlu,FWD,100,23,8,11,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,1,9,0.0,,,,,,Unknown
João Pedro Junqueira de Jesus,FWD,135,24,19,14,True,4,30,0,0.0,0.0,5.1,7.8,18.8,24,0.05,0.11,0.16,1.15,0,0,6,1,56,2.7,3,1,6,0.0,,,,,,Unknown
Iliman Ndiaye,FWD,486,30,13,1,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Neal Maupay,FWD,258,27,20,13,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,1.0,1,0,17,0.0,,,,,,Unknown
Divin Mubama,FWD,538,24,5,6,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,3,1,14,0.0,,,,,,Unknown
Yoane Wissa,FWD,119,23,8,11,True,4,90,1,0.0,0.0,1.1,0.0,1.0,15,0.27,0.0,0.27,0.8,0,0,-1,2,61,7.3,1,1,9,0.0,,,,,,Unknown
Aleksandar Mitrović,FWD,278,21,1,2,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,74,0.0,2,2,10,0.0,,,,,,Unknown
Chiedozie Ogbene,FWD,328,26,7,12,False,4,13,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08,0,0,3,1,50,0.5,0,3,PROMOTED,0.0,,,,,,Unknown
Wout Weghorst,FWD,183,25,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,3,1,PROMOTED,0.0,,,,,,Unknown
Jhon Durán,FWD,44,25,6,PROMOTED,False,5,4,0,0.0,0.0,0.2,0.0,0.0,2,0.0,0.0,0.0,0.33,0,0,3,1,50,3.2,3,1,7,0.0,,,,,,Unknown
Michail Antonio,FWD,523,24,5,6,False,3,78,1,1.0,0.0,10.3,45.8,10.9,46,0.73,0.32,1.05,1.09,0,1,29,7,60,5.7,3,1,14,0.0,,,,,,Unknown
Shola Shoretire,FWD,399,28,16,16,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,2,3,3,0.0,,,,,,Unknown
Aaron Connolly,FWD,127,24,19,14,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,3,1,6,0.0,,,,,,Unknown
Jay Rodriguez,FWD,177,25,2,7,True,4,9,0,0.0,0.0,0.1,0.0,0.3,5,0.45,0.0,0.45,0.02,0,0,-3,1,54,0.0,3,1,PROMOTED,0.0,,,,,,Unknown
Joe Taylor,FWD,336,26,7,12,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,3,PROMOTED,0.0,,,,,,Unknown
Dane Scarlett,FWD,640,22,3,15,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,0,8,0.0,,,,,,Unknown
John McAtee,FWD,324,26,7,12,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.5,0,3,PROMOTED,0.0,,,,,,Unknown
Wesley Moraes Ferreira da Silva,FWD,61,25,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,3,1,7,0.0,,,,,,Unknown
Evan Ferguson,FWD,132,24,19,14,True,4,90,1,0.0,0.0,8.4,10.2,3.5,70,0.67,0.04,0.71,3.33,0,0,-2,2,60,2.7,3,1,6,0.0,,,,,,Unknown
Emmanuel Dennis,FWD,443,28,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,-0.5,2,3,16,0.0,,,,,,Unknown
Admiral Muskwe,FWD,327,26,7,12,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.5,0,3,PROMOTED,0.0,,,,,,Unknown
Alejo Véliz,FWD,641,22,3,15,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,2,0,8,0.0,,,,,,Unknown
Cody Gakpo,FWD,297,29,15,4,False,3,57,1,0.0,0.0,1.9,4.6,10.6,4,0.0,0.0,0.0,1.25,0,0,2,1,74,1.7,2,1,5,0.0,,,,,,Unknown
Nicolas Jackson,FWD,211,26,12,PROMOTED,True,5,82,1,1.0,0.0,15.7,47.6,25.3,84,0.71,0.18,0.89,0.36,0,1,34,7,71,3.5,0,3,12,0.0,,,,,,Unknown
Aribim Pepple,FWD,331,26,7,12,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,3,PROMOTED,0.0,,,,,,Unknown
Ellis Simms,FWD,264,27,20,13,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,17,0.0,,,,,,Unknown
Taiwo Awoniyi,FWD,437,28,14,3,False,3,80,1,1.0,0.0,6.4,32.8,2.6,29,0.67,0.02,0.69,2.79,0,0,29,6,65,6.2,2,3,16,0.0,,,,,,Unknown
Thomas Cannon,FWD,649,27,20,13,True,4,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.28,0,0,3,1,45,0.3,1,0,17,0.0,,,,,,Unknown
Callum Wilson,FWD,433,29,11,5,True,3,18,0,0.0,0.0,0.3,0.0,0.0,8,0.1,0.0,0.1,0.56,0,0,0,1,79,2.3,2,1,4,0.0,,,,,,Unknown
Zeki Amdouni,FWD,594,25,2,7,True,4,80,1,0.0,0.0,1.6,3.6,2.6,10,0.05,0.02,0.07,2.49,0,0,3,2,55,1.5,3,1,PROMOTED,0.0,,,,,,Unknown
Keinan Davis,FWD,39,25,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.5,3,1,7,0.0,,,,,,Unknown
Sam Surridge,FWD,464,28,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,3,16,0.0,,,,,,Unknown
Gabriel Fernando de Jesus,FWD,8,21,10,10,True,4,1,0,0.0,0.0,3.8,3.0,0.3,35,0.14,0.01,0.15,0.12,0,0,1,1,79,0.8,2,2,2,0.0,,,,,,Unknown
Mason Burstow,FWD,623,26,12,PROMOTED,True,5,1,0,0.0,0.0,0.2,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0,3,1,45,1.2,0,3,12,0.0,,,,,,Unknown
Julián Álvarez,FWD,343,30,17,PROMOTED,False,5,90,1,0.0,0.0,13.2,13.4,54.9,64,0.79,0.18,0.97,0.73,0,0,7,2,66,6.2,2,1,1,0.0,,,,,,Unknown
Rodrigo Muniz Carvalho,FWD,279,21,1,2,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.2,2,2,10,0.0,,,,,,Unknown
Youssef Ramalho Chermiti,FWD,645,27,20,13,True,4,24,0,0.0,0.0,0.6,0.0,0.5,7,0.06,0.03,0.09,0.57,0,0,-2,0,50,0.0,1,0,17,0.0,,,,,,Unknown
Alexander Isak,FWD,415,29,11,5,True,3,71,1,0.0,0.0,3.3,3.2,10.8,19,0.16,0.02,0.18,0.4,0,0,5,2,77,5.7,2,1,4,0.0,,,,,,Unknown
John-Kymani Gordon,FWD,658,23,4,9,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,1,11,0.0,,,,,,Unknown
Pierre-Emerick Aubameyang,FWD,188,26,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,65,0.0,0,3,12,0.0,,,,,,Unknown
Antwoine Hackford,FWD,656,30,13,1,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.8,2,1,PROMOTED,0.0,,,,,,Unknown
Jay Stansfield,FWD,651,21,1,2,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.5,2,2,10,0.0,,,,,,Unknown
Erling Haaland,FWD,355,30,17,PROMOTED,False,5,90,1,1.0,0.0,14.4,34.2,12.9,97,1.93,0.01,1.94,0.73,0,0,14,4,140,7.8,2,1,1,1.0,,,,,,Unknown
Anthony Martial,FWD,390,28,16,16,True,5,59,1,0.0,0.0,2.7,1.4,14.5,11,0.04,0.02,0.06,1.0,0,0,3,1,65,1.2,2,3,3,0.0,,,,,,Unknown
Danny Welbeck,FWD,154,24,19,14,True,4,59,1,0.0,0.0,4.0,5.4,24.8,10,0.04,0.19,0.23,2.18,0,0,3,1,59,1.3,3,1,6,0.0,,,,,,Unknown
Carlos Vinícius Alves Morais,FWD,287,21,1,2,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,-0.5,2,2,10,0.0,,,,,,Unknown
David Datro Fofana,FWD,200,26,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,0,3,12,0.0,,,,,,Unknown
Louie Marsh,FWD,654,30,13,1,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-1.5,2,1,PROMOTED,0.0,,,,,,Unknown
Oliver McBurnie,FWD,485,30,13,1,True,3,19,0,0.0,0.0,2.2,3.0,15.1,4,0.02,0.41,0.43,0.72,0,0,6,1,55,-0.9,2,1,PROMOTED,0.0,,,,,,Unknown
Deivid Washington de Souza Eugênio,FWD,677,26,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,1.6,0,3,12,0.0,,,,,,Unknown
Hwang Ui-jo,FWD,466,28,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.5,2,3,16,0.0,,,,,,Unknown
Raúl Jiménez,FWD,558,21,1,2,False,3,90,1,0.0,0.0,2.8,14.6,3.9,9,0.19,0.01,0.2,3.25,0,0,7,1,54,0.8,2,2,10,0.0,,,,,,Unknown
Rhian Brewster,FWD,477,30,13,1,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Matheus Santos Carneiro Da Cunha,FWD,590,27,9,17,False,5,84,1,0.0,0.0,1.3,0.8,1.8,10,0.17,0.0,0.17,1.14,0,0,0,2,55,2.0,1,0,13,0.0,,,,,,Unknown
Cameron Archer,FWD,33,25,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-1.5,3,1,7,0.0,,,,,,Unknown
Carlton Morris,FWD,326,26,7,12,False,4,90,1,0.0,0.0,2.8,3.2,13.1,12,0.16,0.15,0.31,2.09,0,0,6,2,55,4.5,0,3,PROMOTED,0.0,,,,,,Unknown
Cauley Woodrow,FWD,340,26,7,12,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,3,PROMOTED,0.0,,,,,,Unknown
Harry Kane,FWD,500,22,3,15,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,125,0.0,2,0,8,0.0,,,,,,Unknown
Antoine Semenyo,FWD,82,22,18,8,True,4,72,1,0.0,0.0,1.1,0.0,2.2,10,0.17,0.02,0.19,1.78,0,0,-4,2,45,4.0,2,0,15,0.0,,,,,,Unknown
Darwin Núñez Ribeiro,FWD,293,29,15,4,False,3,13,0,2.0,0.0,10.2,65.2,0.3,36,0.52,0.09,0.61,0.4,0,3,50,11,73,4.3,2,1,5,0.0,,,,,,Unknown
Folarin Balogun,FWD,1,21,10,10,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,2,2,2,0.0,,,,,,Unknown
Romelu Lukaku Bolingoli,FWD,207,26,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,69,0.5,0,3,12,0.0,,,,,,Unknown
Deniz Undav,FWD,149,24,19,14,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,3,1,6,0.0,,,,,,Unknown
Christopher Nkunku,FWD,212,26,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,74,0.0,0,3,12,0.0,,,,,,Unknown
Bénie Traoré,FWD,593,30,13,1,True,3,90,1,0.0,0.0,0.5,0.0,1.0,6,0.0,0.09,0.09,3.52,0,0,2,2,55,0.5,2,1,PROMOTED,0.0,,,,,,Unknown
Odsonne Edouard,FWD,225,23,4,9,False,4,70,1,0.0,0.0,2.1,5.2,1.3,14,0.09,0.01,0.1,0.52,0,0,5,2,55,3.7,1,1,11,0.0,,,,,,Unknown
Lyle Foster,FWD,168,25,2,7,True,4,80,1,1.0,0.0,5.7,34.0,2.2,21,0.13,0.0,0.13,2.49,0,1,23,7,50,4.0,3,1,PROMOTED,0.0,,,,,,Unknown
Sasa Kalajdzic,FWD,562,27,9,17,False,5,5,0,1.0,0.0,6.9,35.0,1.4,33,0.26,0.01,0.27,0.06,0,1,29,6,50,2.3,1,0,13,0.0,,,,,,Unknown
Armando Broja,FWD,193,26,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,0,3,12,0.0,,,,,,Unknown
Dominic Solanke,FWD,85,22,18,8,True,4,90,1,0.0,0.0,2.3,3.6,11.3,8,0.07,0.04,0.11,2.06,0,0,3,2,65,4.7,2,0,15,0.0,,,,,,Unknown
Chris Wood,FWD,468,28,14,3,False,3,9,0,0.0,0.0,2.9,4.2,20.4,4,0.0,0.03,0.03,0.12,0,0,3,1,50,2.5,2,3,16,0.0,,,,,,Unknown
Jacob Brown,FWD,631,26,7,12,False,4,20,0,0.0,0.0,0.5,0.0,0.3,9,0.07,0.0,0.07,0.57,0,0,-2,0,50,1.5,0,3,PROMOTED,0.0,,,,,,Unknown
Ivan Toney,FWD,117,32,3,15,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,79,0.0,2,2,9,0.0,,,,,,Unknown
Eddie Nketiah,FWD,13,31,14,3,True,3,75,1,0.0,0.0,5.6,8.2,33.1,15,0.09,0.06,0.15,0.9,0,0,8,2,56,5.0,1,3,2,0.0,,,,,,Unknown
Kieffer Moore,FWD,76,32,4,9,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.8,2,2,15,0.0,,,,,,Unknown
Rasmus Højlund,FWD,617,31,1,2,False,3,23,0,0.0,0.0,1.3,0.0,0.0,14,0.33,0.0,0.33,1.2,0,0,2,1,70,0.2,1,3,3,0.0,,,,,,Unknown
Luke Plange,FWD,237,36,20,13,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,3,11,0.0,,,,,,Unknown
Andi Zeqiri,FWD,155,33,15,4,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,-0.5,1,3,6,0.0,,,,,,Unknown
Fábio Silva,FWD,552,36,8,11,False,4,73,1,0.0,0.0,2.4,0.0,13.7,11,0.04,0.07,0.11,1.31,0,0,1,2,55,1.5,2,3,13,0.0,,,,,,Unknown
William Osula,FWD,490,40,9,17,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,2,2,PROMOTED,0.0,,,,,,Unknown
Ollie Watkins,FWD,60,37,11,5,False,3,72,1,0.0,0.0,2.1,0.0,11.8,10,0.2,0.02,0.22,2.35,0,0,2,2,80,3.7,0,3,7,0.0,,,,,,Unknown
Gianluca Scamacca,FWD,541,38,12,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,60,0.0,2,1,14,0.0,,,,,,Unknown
Danny Ings,FWD,535,38,12,PROMOTED,False,5,10,0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.01,0.01,0.27,0,0,1,1,59,1.3,2,1,14,0.0,,,,,,Unknown
Daniel Jebbison,FWD,483,40,9,17,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,-0.1,2,2,PROMOTED,0.0,,,,,,Unknown
Jean-Philippe Mateta,FWD,232,36,20,13,True,4,19,0,0.0,2.0,5.7,33.2,21.3,2,0.0,0.13,0.13,0.54,0,0,24,7,49,2.0,2,3,11,0.0,,,,,,Unknown
Michael Obafemi,FWD,174,34,18,8,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,5,2,PROMOTED,0.0,,,,,,Unknown
Elijah Adebayo,FWD,314,38,19,14,True,4,70,1,0.0,0.0,3.7,2.2,11.8,23,0.4,0.01,0.41,0.86,0,0,2,2,49,1.5,2,1,PROMOTED,0.0,,,,,,Unknown
Dominic Calvert-Lewin,FWD,246,40,17,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,58,0.3,2,2,17,0.0,,,,,,Unknown
Halil Dervişoğlu,FWD,100,32,3,15,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,2,9,0.0,,,,,,Unknown
