name,position,element,fixture,oppoine,opponentposition,was_home,difficulty,minutes,starts,goals_scored,assists,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,red_cards,bonus,bps,total_points,value,xP,team_a_score,team_h_score,playerteamposition,penalties_missed,yellow_cards,clean_sheets,goals_conceded,saves,penalties_saved,team
Julián Álvarez,FWD,343,59,16,16,True,5,56,1,0.0,0.0,3.7,9.0,5.1,23,0.55,0.02,0.57,0.25,0,0,4,1,69,7.5,0,2,1,0.0,,,,,,Unknown
Rodrigo Muniz Carvalho,FWD,279,56,8,11,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.2,0,0,10,0.0,,,,,,Unknown
Youssef Ramalho Chermiti,FWD,645,52,4,9,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.2,3,1,17,0.0,,,,,,Unknown
Alexander Isak,FWD,415,60,17,PROMOTED,False,5,20,0,1.0,0.0,6.3,36.8,0.8,25,0.61,0.02,0.63,0.21,0,0,27,5,76,3.2,8,0,4,0.0,,,,,,Unknown
John-Kymani Gordon,FWD,658,56,10,10,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,11,0.0,,,,,,Unknown
Pierre-Emerick Aubameyang,FWD,188,55,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,65,0.0,1,0,12,0.0,,,,,,Unknown
Antwoine Hackford,FWD,656,60,15,4,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-1.0,8,0,PROMOTED,0.0,,,,,,Unknown
Jay Stansfield,FWD,651,56,8,11,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,0,10,0.0,,,,,,Unknown
Erling Haaland,FWD,355,59,16,16,True,5,90,1,1.0,0.0,5.9,32.4,3.3,23,0.69,0.01,0.7,1.03,0,0,24,6,141,10.0,0,2,1,0.0,,,,,,Unknown
Anthony Martial,FWD,390,54,6,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,65,2.0,1,0,3,0.0,,,,,,Unknown
Danny Welbeck,FWD,154,53,3,15,True,5,62,1,0.0,0.0,1.6,2.8,13.3,0,0.0,0.01,0.01,0.52,0,0,5,2,58,2.5,1,3,6,0.0,,,,,,Unknown
Carlos Vinícius Alves Morais,FWD,287,56,8,11,False,4,11,0,0.0,0.0,0.1,0.0,1.1,0,0.0,0.0,0.0,0.06,0,0,2,1,48,2.0,0,0,10,0.0,,,,,,Unknown
David Datro Fofana,FWD,200,55,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,1,0,12,0.0,,,,,,Unknown
Louie Marsh,FWD,654,60,15,4,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,8,0,PROMOTED,0.0,,,,,,Unknown
Oliver McBurnie,FWD,485,60,15,4,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,54,0.0,8,0,PROMOTED,0.0,,,,,,Unknown
Deivid Washington de Souza Eugênio,FWD,677,55,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,12,0.0,,,,,,Unknown
Hwang Ui-jo,FWD,466,59,13,1,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,0,2,16,0.0,,,,,,Unknown
Raúl Jiménez,FWD,558,56,8,11,False,4,78,1,0.0,0.0,3.9,2.2,13.5,23,0.12,0.01,0.13,0.23,0,0,5,2,54,1.8,0,0,10,0.0,,,,,,Unknown
Rhian Brewster,FWD,477,60,15,4,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,8,0,PROMOTED,0.0,,,,,,Unknown
Matheus Santos Carneiro Da Cunha,FWD,590,58,12,PROMOTED,False,5,70,1,0.0,0.0,0.5,2.8,2.0,0,0.0,0.0,0.0,1.78,0,0,4,2,55,3.5,1,1,13,0.0,,,,,,Unknown
Cameron Archer,FWD,33,60,15,4,True,3,90,1,0.0,0.0,1.9,2.8,12.0,4,0.0,0.02,0.02,3.94,0,0,3,2,45,2.8,8,0,PROMOTED,0.0,,,,,,Unknown
Carlton Morris,FWD,326,58,20,13,True,4,90,1,1.0,0.0,11.2,38.2,12.3,61,1.04,0.08,1.12,0.59,0,3,25,9,55,4.8,1,1,PROMOTED,0.0,,,,,,Unknown
Cauley Woodrow,FWD,340,58,20,13,True,4,18,0,0.0,0.0,2.2,0.0,11.5,10,0.29,0.04,0.33,0.0,0,0,2,1,44,0.5,1,1,PROMOTED,0.0,,,,,,Unknown
Harry Kane,FWD,500,51,1,2,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,125,0.0,2,2,8,0.0,,,,,,Unknown
Antoine Semenyo,FWD,82,53,5,6,False,3,26,0,0.0,0.0,4.8,7.2,0.6,40,0.09,0.0,0.09,0.7,0,0,-1,1,45,1.0,1,3,15,0.0,,,,,,Unknown
Darwin Núñez Ribeiro,FWD,293,57,19,14,True,4,80,1,1.0,0.0,9.4,38.4,5.9,50,0.89,0.01,0.9,1.09,0,0,23,6,74,7.0,1,3,5,0.0,,,,,,Unknown
Folarin Balogun,FWD,1,51,18,8,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,2,2,2,0.0,,,,,,Unknown
Nathan Fraser,FWD,704,58,12,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.5,1,1,13,0.0,,,,,,Unknown
Romelu Lukaku Bolingoli,FWD,207,55,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,68,0.0,1,0,12,0.0,,,,,,Unknown
Deniz Undav,FWD,149,53,3,15,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,1,3,6,0.0,,,,,,Unknown
Christopher Nkunku,FWD,212,55,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,73,0.0,1,0,12,0.0,,,,,,Unknown
Bénie Traoré,FWD,593,60,15,4,True,3,45,0,0.0,0.0,2.7,12.8,14.6,0,0.0,0.13,0.13,2.6,0,0,3,1,53,0.0,8,0,PROMOTED,0.0,,,,,,Unknown
Odsonne Edouard,FWD,225,56,10,10,True,4,90,1,0.0,0.0,1.0,3.6,2.3,4,0.0,0.01,0.01,0.59,0,0,2,2,56,6.2,0,0,11,0.0,,,,,,Unknown
Lyle Foster,FWD,168,54,14,3,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,1,0,PROMOTED,0.0,,,,,,Unknown
Sasa Kalajdzic,FWD,562,58,12,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,2.3,1,1,13,0.0,,,,,,Unknown
Armando Broja,FWD,193,55,2,7,True,4,11,0,0.0,0.0,0.6,0.0,0.3,7,0.01,0.0,0.01,0.41,0,0,1,1,49,0.1,1,0,12,0.0,,,,,,Unknown
Dominic Solanke,FWD,85,53,5,6,False,3,90,1,1.0,0.0,6.1,33.2,1.4,26,0.6,0.01,0.61,1.87,0,0,20,6,64,4.2,1,3,15,0.0,,,,,,Unknown
Chris Wood,FWD,468,59,13,1,False,3,15,0,0.0,0.0,1.7,1.2,11.5,4,0.0,0.01,0.01,0.55,0,0,3,1,50,0.0,0,2,16,0.0,,,,,,Unknown
Ronnie Stutter,FWD,717,55,2,7,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,12,0.0,,,,,,Unknown
Jacob Brown,FWD,631,58,20,13,True,4,71,1,0.0,0.0,5.5,5.6,12.5,37,0.38,0.02,0.4,0.59,0,0,2,2,49,1.2,1,1,PROMOTED,0.0,,,,,,Unknown
Divock Origi,FWD,714,67,4,9,True,4,10,0,0.0,0.0,1.8,4.0,14.0,0,0.0,0.16,0.16,0.83,0,0,8,1,50,0.7,1,1,16,0.0,,,,,,Unknown
Ivan Toney,FWD,117,67,16,16,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,79,0.0,1,1,9,0.0,,,,,,Unknown
Eddie Nketiah,FWD,13,62,3,15,False,5,68,1,0.0,1.0,2.1,2.6,3.2,15,0.12,0.08,0.2,0.34,0,0,16,5,55,3.2,4,0,2,0.0,,,,,,Unknown
Kieffer Moore,FWD,76,62,1,2,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,48,-0.5,4,0,15,0.0,,,,,,Unknown
Rasmus Højlund,FWD,617,65,8,11,True,4,90,1,0.0,0.0,4.6,8.6,12.4,25,0.56,0.05,0.61,0.81,0,0,0,2,71,2.5,1,0,3,0.0,,,,,,Unknown
Luke Plange,FWD,237,65,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,11,0.0,,,,,,Unknown
Andi Zeqiri,FWD,155,61,2,7,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,1,6,6,0.0,,,,,,Unknown
Fábio Silva,FWD,552,70,13,1,True,3,4,0,0.0,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.07,0,0,-1,0,54,-0.7,1,2,13,0.0,,,,,,Unknown
William Osula,FWD,490,69,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,-0.1,0,2,PROMOTED,0.0,,,,,,Unknown
Ollie Watkins,FWD,60,61,5,6,True,3,90,1,3.0,2.0,27.4,130.0,53.1,91,0.81,0.17,0.98,1.71,0,3,102,23,79,12.3,1,6,7,0.0,,,,,,Unknown
Gianluca Scamacca,FWD,541,69,17,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,60,0.0,0,2,14,0.0,,,,,,Unknown
Danny Ings,FWD,535,69,17,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,57,1.2,0,2,14,0.0,,,,,,Unknown
Daniel Jebbison,FWD,483,69,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,-0.1,0,2,PROMOTED,0.0,,,,,,Unknown
Jean-Philippe Mateta,FWD,232,65,14,3,False,3,90,1,0.0,0.0,3.2,9.0,23.3,0,0.0,0.17,0.17,1.69,0,0,-2,2,49,2.2,1,0,11,0.0,,,,,,Unknown
Michael Obafemi,FWD,174,66,15,4,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,0,2,PROMOTED,0.0,,,,,,Unknown
Michael Obafemi,FWD,174,15,12,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Elijah Adebayo,FWD,314,63,9,17,False,5,12,0,0.0,0.0,0.0,0.2,0.1,0,0.0,0.0,0.0,0.13,0,0,1,1,48,4.5,2,1,PROMOTED,0.0,,,,,,Unknown
Elijah Adebayo,FWD,314,15,6,PROMOTED,True,5,28,0,1.0,0.0,6.0,34.2,0.8,25,0.1,0.01,0.11,0.06,0,2,25,7,48,4.5,2,1,PROMOTED,0.0,,,,,,Unknown
Dominic Calvert-Lewin,FWD,246,63,12,PROMOTED,True,5,90,1,1.0,0.0,10.8,32.4,5.8,70,1.39,0.01,1.4,0.89,0,0,17,6,58,4.5,2,1,17,0.0,,,,,,Unknown
Halil Dervişoğlu,FWD,100,67,16,16,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,1,9,0.0,,,,,,Unknown
João Pedro Junqueira de Jesus,FWD,135,61,2,7,False,4,45,0,0.0,1.0,5.7,21.8,22.6,13,0.04,0.76,0.8,0.43,0,0,16,4,54,4.0,1,6,6,0.0,,,,,,Unknown
Iliman Ndiaye,FWD,486,69,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,0,2,PROMOTED,0.0,,,,,,Unknown
Neal Maupay,FWD,258,67,16,16,False,5,15,0,0.0,0.0,3.9,3.2,2.3,33,0.26,0.01,0.27,0.26,0,0,2,1,49,0.7,1,1,9,0.0,,,,,,Unknown
Divin Mubama,FWD,538,69,17,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,43,0.5,0,2,14,0.0,,,,,,Unknown
Yoane Wissa,FWD,119,67,16,16,False,5,90,1,0.0,0.0,2.7,5.4,11.4,10,0.37,0.01,0.38,0.47,0,0,5,2,60,1.7,1,1,9,0.0,,,,,,Unknown
Aleksandar Mitrović,FWD,278,64,7,12,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,74,0.0,2,0,10,0.0,,,,,,Unknown
Chiedozie Ogbene,FWD,328,63,9,17,False,5,90,1,0.0,0.0,2.4,8.2,2.3,13,0.04,0.01,0.05,2.9,0,0,8,2,49,3.1,2,1,PROMOTED,0.0,,,,,,Unknown
Chiedozie Ogbene,FWD,328,15,6,PROMOTED,True,5,90,1,0.0,0.0,2.3,0.0,12.8,10,0.23,0.03,0.26,1.04,0,0,1,2,49,3.1,2,1,PROMOTED,0.0,,,,,,Unknown
Wout Weghorst,FWD,183,66,15,4,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,0,2,PROMOTED,0.0,,,,,,Unknown
Wout Weghorst,FWD,183,15,12,PROMOTED,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,55,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Jhon Durán,FWD,44,61,5,6,True,3,11,0,0.0,0.0,0.1,0.2,0.5,0,0.0,0.0,0.0,0.1,0,0,-1,0,50,2.0,1,6,7,0.0,,,,,,Unknown
Michail Antonio,FWD,523,69,17,PROMOTED,True,5,71,1,0.0,1.0,5.2,16.6,24.8,11,0.06,0.76,0.82,0.75,0,0,18,5,59,3.5,0,2,14,0.0,,,,,,Unknown
Jamie Donley,FWD,722,68,11,5,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.7,1,2,8,0.0,,,,,,Unknown
Shola Shoretire,FWD,399,65,8,11,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.5,1,0,3,0.0,,,,,,Unknown
Ademola Ola-Adebomi,FWD,720,65,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.7,1,0,11,0.0,,,,,,Unknown
Aaron Connolly,FWD,127,61,2,7,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,6,6,0.0,,,,,,Unknown
Jay Rodriguez,FWD,177,66,15,4,False,3,32,0,0.0,0.0,0.1,1.2,0.2,0,0.0,0.0,0.0,1.27,0,0,2,1,53,0.6,0,2,PROMOTED,0.0,,,,,,Unknown
Jay Rodriguez,FWD,177,15,12,PROMOTED,False,5,10,0,0.0,0.0,0.6,0.0,0.6,6,0.03,0.0,0.03,0.19,0,0,3,1,53,0.6,2,1,PROMOTED,0.0,,,,,,Unknown
Joe Taylor,FWD,336,63,9,17,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Joe Taylor,FWD,336,15,6,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Dane Scarlett,FWD,640,68,11,5,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,2,8,0.0,,,,,,Unknown
Norberto Bercique Gomes Betuncal,FWD,691,63,12,PROMOTED,True,5,30,0,0.0,0.0,2.7,0.0,10.6,21,0.45,0.0,0.45,0.0,0,0,-3,1,60,2.2,2,1,17,0.0,,,,,,Unknown
John McAtee,FWD,324,63,9,17,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
John McAtee,FWD,324,15,6,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Wesley Moraes Ferreira da Silva,FWD,61,61,5,6,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,1,6,7,0.0,,,,,,Unknown
Evan Ferguson,FWD,132,61,2,7,False,4,45,1,0.0,0.0,0.0,0.0,1.7,0,0.0,0.0,0.0,1.15,0,0,-3,1,60,1.0,1,6,6,0.0,,,,,,Unknown
Emmanuel Dennis,FWD,443,67,4,9,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,48,0.0,1,1,16,0.0,,,,,,Unknown
Admiral Muskwe,FWD,327,63,9,17,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Admiral Muskwe,FWD,327,15,6,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Alejo Véliz,FWD,641,68,11,5,True,3,1,0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.0,0,0,0,0,54,-0.5,1,2,8,0.0,,,,,,Unknown
Cody Gakpo,FWD,297,68,18,8,False,4,45,1,1.0,0.0,8.8,37.4,11.3,39,0.43,0.05,0.48,1.07,0,2,27,7,72,5.2,1,2,5,0.0,,,,,,Unknown
Nicolas Jackson,FWD,211,64,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,69,0.0,2,0,12,0.0,,,,,,Unknown
Aribim Pepple,FWD,331,63,9,17,False,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Aribim Pepple,FWD,331,15,6,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,PROMOTED,0.0,,,,,,Unknown
Ellis Simms,FWD,264,63,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,17,0.0,,,,,,Unknown
Taiwo Awoniyi,FWD,437,67,4,9,True,4,80,1,0.0,0.0,3.3,9.2,22.1,2,0.0,0.02,0.02,0.87,0,0,8,2,66,2.7,1,1,16,0.0,,,,,,Unknown
Thomas Cannon,FWD,649,63,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,1,17,0.0,,,,,,Unknown
Callum Wilson,FWD,433,66,6,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,78,3.5,0,2,4,0.0,,,,,,Unknown
Zeki Amdouni,FWD,594,66,15,4,False,3,57,1,0.0,0.0,2.1,2.4,0.0,19,0.3,0.0,0.3,1.91,0,0,-3,0,54,5.0,0,2,PROMOTED,0.0,,,,,,Unknown
Zeki Amdouni,FWD,594,15,12,PROMOTED,False,5,73,1,0.0,0.0,8.5,15.8,22.8,46,0.29,0.03,0.32,1.0,0,0,4,2,54,5.0,2,1,PROMOTED,0.0,,,,,,Unknown
Keinan Davis,FWD,39,61,5,6,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.0,1,6,7,0.0,,,,,,Unknown
Sam Surridge,FWD,464,67,4,9,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,1,16,0.0,,,,,,Unknown
Gabriel Fernando de Jesus,FWD,8,62,3,15,False,5,90,1,0.0,1.0,6.5,9.4,35.2,20,0.11,0.19,0.3,0.69,0,0,20,5,80,3.2,4,0,2,0.0,,,,,,Unknown
Mason Burstow,FWD,623,64,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,0,12,0.0,,,,,,Unknown
Julián Álvarez,FWD,343,70,20,13,False,4,90,1,1.0,0.0,10.3,46.6,36.2,20,0.09,0.08,0.17,0.44,0,3,29,8,70,7.0,1,2,1,0.0,,,,,,Unknown
Rodrigo Muniz Carvalho,FWD,279,64,7,12,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,2,0,10,0.0,,,,,,Unknown
Youssef Ramalho Chermiti,FWD,645,63,12,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,49,0.8,2,1,17,0.0,,,,,,Unknown
Alexander Isak,FWD,415,66,6,PROMOTED,True,5,90,1,1.0,0.0,14.0,42.6,24.8,73,1.83,0.03,1.86,0.65,0,0,22,6,76,3.5,0,2,4,0.0,,,,,,Unknown
John-Kymani Gordon,FWD,658,65,14,3,False,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,1,0,11,0.0,,,,,,Unknown
Pierre-Emerick Aubameyang,FWD,188,64,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,65,0.0,2,0,12,0.0,,,,,,Unknown
Antwoine Hackford,FWD,656,69,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,-0.5,0,2,PROMOTED,0.0,,,,,,Unknown
Jay Stansfield,FWD,651,64,7,12,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,0,10,0.0,,,,,,Unknown
Erling Haaland,FWD,355,70,20,13,False,4,90,1,0.0,0.0,4.6,6.0,12.6,27,0.06,0.03,0.09,0.44,0,0,7,2,141,5.7,1,2,1,0.0,,,,,,Unknown
Anthony Martial,FWD,390,65,8,11,True,4,13,0,0.0,0.0,2.9,5.0,22.2,2,0.0,0.06,0.06,0.27,0,0,5,1,65,1.2,1,0,3,0.0,,,,,,Unknown
Danny Welbeck,FWD,154,61,2,7,False,4,45,1,0.0,0.0,0.6,3.2,2.3,0,0.0,0.01,0.01,1.15,0,0,-2,0,58,3.0,1,6,6,0.0,,,,,,Unknown
Carlos Vinícius Alves Morais,FWD,287,64,7,12,True,4,37,0,0.0,0.0,3.8,0.0,11.3,27,0.24,0.01,0.25,0.56,0,0,0,1,48,3.0,2,0,10,0.0,,,,,,Unknown
David Datro Fofana,FWD,200,64,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,50,0.0,2,0,12,0.0,,,,,,Unknown
Louie Marsh,FWD,654,69,19,14,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,0,2,PROMOTED,0.0,,,,,,Unknown
Oliver McBurnie,FWD,485,69,19,14,False,4,90,1,0.0,0.0,3.1,1.2,18.0,12,0.13,0.04,0.17,2.14,0,0,6,2,54,-0.2,0,2,PROMOTED,0.0,,,,,,Unknown
Deivid Washington de Souza Eugênio,FWD,677,64,10,10,False,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,45,0.0,2,0,12,0.0,,,,,,Unknown
Hwang Ui-jo,FWD,466,67,4,9,True,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,0.0,1,1,16,0.0,,,,,,Unknown
Raúl Jiménez,FWD,558,64,7,12,True,4,52,1,0.0,0.0,1.1,0.0,1.9,10,0.03,0.01,0.04,1.17,0,0,2,1,54,1.7,2,0,10,0.0,,,,,,Unknown
Rhian Brewster,FWD,477,69,19,14,False,4,11,0,0.0,0.0,2.1,4.0,10.8,6,0.0,0.02,0.02,0.47,0,0,3,1,49,-0.2,0,2,PROMOTED,0.0,,,,,,Unknown
Matheus Santos Carneiro Da Cunha,FWD,590,70,13,1,True,3,85,1,0.0,1.0,5.9,35.6,21.7,2,0.0,0.4,0.4,0.8,0,0,20,5,55,2.0,1,2,13,0.0,,,,,,Unknown
Cameron Archer,FWD,33,69,19,14,False,4,78,1,0.0,0.0,3.7,3.8,24.8,8,0.16,0.04,0.2,1.67,0,0,6,2,45,1.2,0,2,PROMOTED,0.0,,,,,,Unknown
Carlton Morris,FWD,326,63,9,17,False,5,77,1,1.0,0.0,6.4,31.8,1.8,30,0.29,0.02,0.31,2.77,0,2,25,8,56,9.9,2,1,PROMOTED,0.0,,,,,,Unknown
Carlton Morris,FWD,326,15,6,PROMOTED,True,5,90,1,0.0,0.0,6.0,4.4,22.6,33,0.37,0.03,0.4,1.04,0,0,4,2,56,9.9,2,1,PROMOTED,0.0,,,,,,Unknown
Cauley Woodrow,FWD,340,63,9,17,False,5,7,0,0.0,0.0,0.4,4.0,0.0,0,0.0,0.0,0.0,0.13,0,0,7,1,44,1.1,2,1,PROMOTED,0.0,,,,,,Unknown
Cauley Woodrow,FWD,340,15,6,PROMOTED,True,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,44,1.1,2,1,PROMOTED,0.0,,,,,,Unknown
Harry Kane,FWD,500,68,11,5,True,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,125,0.0,1,2,8,0.0,,,,,,Unknown
Antoine Semenyo,FWD,82,62,1,2,True,3,7,0,0.0,0.0,0.2,1.2,0.8,0,0.0,0.0,0.0,0.58,0,0,0,1,45,0.2,4,0,15,0.0,,,,,,Unknown
